SKU,Week,Promo Depth %,Traffic,Conversion %,AOV,Base Price,Unit Cost,Units Sold,,,,,
JNE3422,1,0.20,"2,920",0.00,319.40,293.50,138.56,146,,,,,
JNE3423,1,0.26,"1,323",0.13,339.94,380.46,173.97,172,,,,,
JNE3425,1,0.14,"1,667",0.09,316.84,329.50,128.49,150,,,,,
JNE3427,1,0.22,"2,057",0.07,238.12,259.00,125.45,144,,,,,
JNE3428,1,0.10,876,0.17,274.96,255.67,98.84,149,,,,,
JNE3429,1,0.08,"3,283",0.06,368.51,299.00,118.43,197,,,,,
JNE3431,1,0.04,"1,012",0.17,437.82,349.00,180.33,172,,,,,
JNE3434,1,0.11,"2,262",0.08,374.55,319.00,171.69,181,,,,,
JNE3436,1,0.14,878,0.18,270.99,299.00,159.33,158,,,,,
JNE3437,1,0.24,"1,067",0.15,436.49,480.35,262.70,160,,,,,
JNE3438,1,0.21,"5,125",0.04,436.05,453.00,241.88,205,,,,,
JNE3439,1,0.13,"2,562",0.08,355.57,386.76,167.81,205,,,,,
JNE3440,1,0.01,"2,433",0.06,430.90,381.49,205.20,146,,,,,
JNE3443,1,0.03,"1,317",0.12,614.05,481.00,238.47,158,,,,,
JNE3445,1,0.10,430,0.37,446.17,451.51,183.48,159,,,,,
JNE3446,1,0.22,"1,864",0.11,288.58,299.00,163.27,205,,,,,
JNE3447,1,0.27,552,0.29,240.69,293.00,120.58,160,,,,,
JNE3449,1,0.17,988,0.17,279.77,319.73,160.53,168,,,,,
JNE3451,1,0.21,988,0.17,340.55,380.00,201.37,168,,,,,
JNE3452,1,0.04,467,0.43,396.76,297.00,128.17,201,,,,,
JNE3454,1,0.09,"2,514",0.07,483.11,399.00,176.79,176,,,,,
JNE3457,1,0.29,332,0.44,309.77,314.82,126.19,146,,,,,
JNE3458,1,0.12,"2,667",0.06,482.34,449.00,190.84,160,,,,,
JNE3461,1,0.26,147,0.91,298.13,370.15,153.02,134,,,,,
JNE3463,1,0.02,"1,592",0.12,665.49,546.85,274.55,191,,,,,
JNE3465,1,0.01,"1,510",0.10,573.43,479.08,249.04,151,,,,,
JNE3466,1,0.18,"1,336",0.11,810.96,735.01,310.47,147,,,,,
JNE3468,1,0.26,364,0.47,272.54,339.66,140.22,171,,,,,
JNE3470,1,0.06,824,0.17,574.96,501.00,191.19,140,,,,,
JNE3471,1,0.01,"4,275",0.04,321.99,295.00,141.56,171,,,,,
JNE3472,1,0.11,"1,956",0.09,344.87,333.00,162.09,176,,,,,
JNE3473,1,0.22,50,3.21,496.89,487.00,203.57,162,,,,,
JNE3474,1,0.15,"1,567",0.12,398.13,385.00,189.44,188,,,,,
JNE3475,1,0.08,"11,840",0.00,379.38,349.00,136.73,592,,,,,
JNE3476,1,0.14,"1,633",0.09,367.62,359.80,145.38,147,,,,,
JNE3479,1,0.10,"1,350",0.12,281.68,258.49,123.32,162,,,,,
JNE3481,1,0.25,"1,882",0.11,267.27,269.00,113.61,207,,,,,
JNE3482,1,0.14,"1,254",0.13,382.54,326.54,137.71,163,,,,,
JNE3484,1,0.02,"2,650",0.08,403.67,297.55,158.43,212,,,,,
JNE3487,1,0.13,466,0.41,422.19,366.13,145.19,191,,,,,
JNE3488,1,0.00,"2,650",0.08,346.96,299.00,138.77,212,,,,,
JNE3491,1,0.28,"5,400",0.03,322.51,347.00,142.10,162,,,,,
JNE3500,1,0.15,"16,200",0.01,370.07,361.86,179.33,162,,,,,
JNE3501,1,0.08,"1,185",0.13,547.32,522.25,207.73,154,,,,,
JNE3503,1,0.14,"1,100",0.19,367.64,318.00,153.86,209,,,,,
JNE3504,1,0.06,"2,557",0.07,481.58,481.75,264.07,179,,,,,
JNE3506,1,0.24,"1,620",0.10,655.73,631.80,250.25,162,,,,,
JNE3510,1,0.11,"4,200",0.04,460.46,427.04,228.25,168,,,,,
JNE3515,1,0.03,"3,000",0.05,560.61,454.00,225.06,150,,,,,
JNE3516,1,0.30,217,0.89,327.69,365.50,141.99,193,,,,,
JNE3518,1,0.06,"17,200",0.01,619.89,483.73,187.88,172,,,,,
JNE3522,1,0.20,843,0.23,348.25,342.00,154.76,194,,,,,
JNE3524,1,0.21,"4,080",0.00,498.63,499.00,220.85,204,,,,,
JNE3528,1,0.18,643,0.23,277.36,315.14,149.30,148,,,,,
JNE3530,1,0.01,"1,219",0.16,401.79,329.57,164.84,195,,,,,
JNE3531,1,0.27,"18,400",0.01,261.42,324.80,160.49,184,,,,,
JNE3532,1,0.23,612,0.24,330.37,328.00,142.90,147,,,,,
JNE3534,1,0.13,621,0.24,344.37,322.00,135.92,149,,,,,
JNE3537,1,0.04,"1,744",0.09,468.65,379.00,157.45,157,,,,,
JNE3538,1,0.03,166,0.89,276.75,268.00,111.42,148,,,,,
JNE3539,1,0.11,965,0.20,315.53,328.36,175.51,193,,,,,
JNE3541,1,0.09,"1,355",0.11,435.58,368.00,171.47,149,,,,,
JNE3542,1,0.16,"9,200",0.02,298.05,330.00,178.27,184,,,,,
JNE3543,1,0.27,"1,045",0.20,276.88,352.85,161.10,209,,,,,
JNE3544,1,0.12,"2,329",0.07,295.02,318.00,151.03,163,,,,,
JNE3545,1,0.27,"1,922",0.09,319.44,316.00,126.11,173,,,,,
JNE3546,1,0.30,"5,325",0.04,423.80,462.82,226.94,213,,,,,
JNE3547,1,0.21,"4,825",0.04,472.86,510.00,270.35,193,,,,,
JNE3548,1,0.30,99,2.15,417.56,517.00,271.78,213,,,,,
JNE3549,1,0.11,"7,450",0.02,257.47,246.75,103.77,149,,,,,
JNE3550,1,0.05,"2,438",0.08,355.19,283.00,125.91,195,,,,,
JNE3553,1,0.10,593,0.28,596.27,517.00,275.46,166,,,,,
JNE3554,1,0.03,"1,862",0.08,551.50,510.00,273.21,149,,,,,
JNE3556,1,0.01,"2,040",0.10,560.91,510.00,219.73,204,,,,,
JNE3560,1,0.24,"2,471",0.07,396.52,481.11,258.66,173,,,,,
JNE3562,1,0.02,81,1.75,594.26,473.33,194.20,142,,,,,
JNE3563,1,0.19,"2,167",0.09,501.23,469.67,201.93,195,,,,,
JNE3564,1,0.12,"19,300",0.01,483.71,481.00,257.90,193,,,,,
JNE3565,1,0.15,"4,550",0.04,311.86,347.00,185.85,182,,,,,
JNE3567,1,0.06,"20,400",0.01,403.99,398.40,152.30,204,,,,,
JNE3568,1,0.26,"1,107",0.14,412.27,401.17,195.12,155,,,,,
JNE3570,1,0.12,"2,462",0.08,332.92,328.00,159.73,197,,,,,
JNE3571,1,0.10,"1,179",0.14,572.87,482.50,198.71,165,,,,,
JNE3573,1,0.00,"4,700",0.04,477.41,376.32,146.38,188,,,,,
JNE3574,1,0.02,"3,580",0.05,350.63,302.27,115.58,179,,,,,
JNE3575,1,0.19,"4,100",0.04,401.70,442.00,186.49,164,,,,,
JNE3576,1,0.24,"1,988",0.08,404.35,487.00,236.70,159,,,,,
JNE3577,1,0.07,"2,029",0.07,809.56,688.00,368.63,142,,,,,
JNE3578,1,0.15,"1,144",0.16,661.98,589.50,246.34,183,,,,,
JNE3579,1,0.18,625,0.24,305.50,292.12,132.93,150,,,,,
JNE3581,1,0.09,"17,200",0.01,710.40,631.80,301.93,172,,,,,
JNE3602,1,0.09,"1,850",0.10,362.35,374.00,148.07,185,,,,,
JNE3605,1,0.16,141,1.28,483.03,414.00,219.87,180,,,,,
JNE3606,1,0.21,"3,300",0.05,504.36,480.18,223.89,165,,,,,
JNE3607,1,0.08,"1,560",0.10,466.68,440.14,241.23,156,,,,,
JNE3608,1,0.23,"4,080",0.00,383.99,358.00,168.38,204,,,,,
JNE3609,1,0.09,"1,570",0.10,644.11,561.47,303.43,157,,,,,
JNE3610,1,0.03,"6,800",0.03,357.17,293.67,155.58,204,,,,,
JNE3611,1,0.10,"1,062",0.13,418.17,354.18,187.73,138,,,,,
JNE3612,1,0.29,"2,650",0.06,389.31,411.00,180.69,159,,,,,
JNE3613,1,0.11,"2,957",0.07,448.25,393.55,166.54,207,,,,,
JNE3614,1,0.15,920,0.15,551.39,592.50,267.12,138,,,,,
JNE3615,1,0.13,"2,729",0.07,308.68,303.67,117.35,191,,,,,
JNE3616,1,0.14,"1,090",0.20,372.13,314.74,153.05,218,,,,,
JNE3617,1,0.22,146,1.23,263.22,299.00,149.93,180,,,,,
JNE3618,1,0.21,"2,062",0.08,353.17,378.77,152.39,165,,,,,
JNE3619,1,0.03,890,0.20,384.51,330.00,168.96,178,,,,,
JNE3620,1,0.10,"1,500",0.11,348.69,321.85,124.31,165,,,,,
JNE3621,1,0.10,"18,300",0.01,537.17,472.00,258.62,183,,,,,
JNE3622,1,0.05,"2,612",0.08,501.88,382.80,147.42,209,,,,,
JNE3623,1,0.27,177,0.78,298.08,360.00,195.36,138,,,,,
JNE3624,1,0.29,"4,320",0.00,373.11,481.00,191.68,216,,,,,
JNE3625,1,0.03,"5,400",0.04,513.46,473.00,217.72,216,,,,,
JNE3627,1,0.03,"5,375",0.04,422.56,320.22,122.06,215,,,,,
JNE3628,1,0.22,553,0.32,478.74,481.00,258.52,177,,,,,
JNE3629,1,0.28,"1,108",0.13,462.67,558.75,254.70,144,,,,,
JNE3630,1,0.08,"1,223",0.13,593.48,483.00,186.06,159,,,,,
JNE3633,1,0.28,"3,640",0.00,442.74,455.00,209.79,182,,,,,
JNE3634,1,0.26,"1,817",0.12,501.76,503.65,223.12,218,,,,,
JNE3635,1,0.03,845,0.20,459.01,345.00,148.94,169,,,,,
JNE3636,1,0.29,"9,000",0.02,367.72,455.00,215.09,180,,,,,
JNE3637,1,0.16,"7,400",0.02,580.69,526.00,233.18,148,,,,,
JNE3638,1,0.03,800,0.24,590.48,502.60,226.51,192,,,,,
JNE3639,1,0.24,"3,180",0.05,499.49,488.75,193.94,159,,,,,
JNE3640,1,0.05,"3,450",0.06,607.45,489.99,265.71,207,,,,,
JNE3641,1,0.17,"1,464",0.11,390.71,356.14,178.87,161,,,,,
JNE3642,1,0.13,166,0.83,356.02,319.79,124.21,138,,,,,
JNE3643,1,0.03,"3,300",0.06,279.39,259.00,103.25,198,,,,,
JNE3644,1,0.22,"4,550",0.04,292.27,302.00,142.71,182,,,,,
JNE3645,1,0.16,"3,560",0.05,508.48,434.05,192.97,178,,,,,
JNE3647,1,0.24,"2,212",0.08,345.62,330.00,165.94,177,,,,,
JNE3648,1,0.16,"2,000",0.09,436.83,488.25,252.92,180,,,,,
JNE3651,1,0.22,"1,200",0.12,439.34,508.50,239.59,144,,,,,
JNE3652,1,0.17,126,1.33,306.87,337.31,165.26,168,,,,,
JNE3653,1,0.13,"2,900",0.06,407.31,359.00,161.83,174,,,,,
JNE3654,1,0.26,"1,258",0.12,378.11,382.39,205.26,151,,,,,
JNE3655,1,0.05,"7,600",0.02,351.53,329.00,126.45,152,,,,,
JNE3656,1,0.09,"8,050",0.02,557.19,499.00,190.79,161,,,,,
JNE3657,1,0.29,"3,625",0.04,314.00,329.00,141.90,145,,,,,
JNE3658,1,0.26,"2,044",0.09,352.88,365.00,167.49,184,,,,,
JNE3659,1,0.05,"1,400",0.11,497.70,422.57,210.18,154,,,,,
JNE3660,1,0.19,"2,400",0.07,394.19,387.28,159.42,168,,,,,
JNE3661,1,0.30,"1,127",0.15,261.59,304.33,131.96,169,,,,,
JNE3662,1,0.12,486,0.29,405.24,399.00,208.42,141,,,,,
JNE3663,1,0.19,967,0.21,345.55,341.90,135.10,203,,,,,
JNE3665,1,0.17,"2,683",0.06,528.31,493.00,202.21,161,,,,,
JNE3666,1,0.26,"19,200",0.01,299.95,299.00,116.17,192,,,,,
JNE3667,1,0.16,"1,300",0.13,351.72,329.00,140.36,169,,,,,
JNE3668,1,0.13,"3,533",0.06,575.84,502.80,224.11,212,,,,,
JNE3669,1,0.24,"1,889",0.09,730.46,869.00,416.16,170,,,,,
JNE3670,1,0.21,"5,367",0.03,379.29,396.29,155.12,161,,,,,
JNE3671,1,0.07,531,0.42,635.39,648.67,261.26,223,,,,,
JNE3672,1,0.03,"2,967",0.06,682.07,618.80,335.58,178,,,,,
JNE3673,1,0.20,346,0.41,625.00,599.00,326.77,142,,,,,
JNE3674,1,0.02,291,0.58,"1,092.61",798.00,387.83,169,,,,,
JNE3675,1,0.08,"1,744",0.09,506.07,507.12,209.04,157,,,,,
JNE3676,1,0.23,196,0.79,382.27,417.00,159.36,155,,,,,
JNE3678,1,0.27,"1,978",0.09,493.71,508.50,266.67,178,,,,,
JNE3679,1,0.10,"1,533",0.12,426.32,422.40,189.66,184,,,,,
JNE3680,1,0.24,"2,288",0.08,522.54,552.57,268.13,183,,,,,
JNE3684,1,0.05,550,0.30,390.99,315.00,121.31,165,,,,,
JNE3686,1,0.08,"1,240",0.15,506.44,434.95,176.96,186,,,,,
JNE3687,1,0.13,407,0.45,444.12,457.50,186.42,183,,,,,
JNE3688,1,0.25,"1,400",0.13,611.09,693.80,326.31,182,,,,,
JNE3689,1,0.13,"3,400",0.05,541.41,469.91,225.31,170,,,,,
JNE3690,1,0.14,"2,750",0.06,524.78,490.53,246.99,165,,,,,
JNE3691,1,0.09,"2,629",0.07,872.22,911.25,492.45,184,,,,,
JNE3693,1,0.28,917,0.18,301.63,318.25,128.25,165,,,,,
JNE3695,1,0.16,157,0.90,261.47,293.00,120.66,141,,,,,
JNE3697,1,0.24,"3,417",0.06,455.17,456.83,173.62,205,,,,,
JNE3698,1,0.02,663,0.27,531.65,484.00,184.20,179,,,,,
JNE3700,1,0.24,"2,478",0.09,314.80,299.00,136.22,223,,,,,
JNE3701,1,0.03,"6,100",0.03,456.22,399.00,167.29,183,,,,,
JNE3702,1,0.18,975,0.16,334.67,350.50,136.48,156,,,,,
JNE3703,1,0.22,929,0.21,270.62,314.80,127.67,195,,,,,
JNE3704,1,0.23,975,0.20,429.27,481.86,244.76,195,,,,,
JNE3706,1,0.27,"2,512",0.08,397.68,401.50,190.07,201,,,,,
JNE3707,1,0.00,890,0.21,602.91,431.05,227.61,187,,,,,
JNE3708,1,0.10,"1,265",0.17,826.18,778.67,301.98,215,,,,,
JNE3709,1,0.06,"3,267",0.06,945.12,833.00,372.31,196,,,,,
JNE3710,1,0.22,"1,620",0.10,701.13,690.00,352.68,162,,,,,
JNE3712,1,0.13,"1,490",0.10,596.11,503.75,219.54,149,,,,,
JNE3713,1,0.27,"22,300",0.01,322.96,351.80,156.52,223,,,,,
JNE3714,1,0.21,"16,400",0.01,424.50,452.68,221.41,164,,,,,
JNE3715,1,0.09,"10,950",0.02,365.21,336.00,178.31,219,,,,,
JNE3716,1,0.11,"1,633",0.12,456.13,396.22,172.69,196,,,,,
JNE3717,1,0.29,"2,225",0.08,202.25,271.00,125.08,178,,,,,
JNE3718,1,0.18,"2,130",0.10,419.36,403.69,169.03,213,,,,,
JNE3719,1,0.07,944,0.16,435.79,399.00,184.17,151,,,,,
JNE3720,1,0.15,"4,675",0.04,583.58,517.00,209.45,187,,,,,
JNE3721,1,0.25,"3,117",0.06,263.99,325.15,148.33,187,,,,,
JNE3722,1,0.18,"2,350",0.08,287.32,279.00,126.84,188,,,,,
JNE3724,1,0.14,"1,425",0.12,518.08,494.46,198.26,171,,,,,
JNE3725,1,0.18,"3,550",0.04,462.04,442.00,212.78,142,,,,,
JNE3726,1,0.20,"1,492",0.12,298.85,348.25,183.60,179,,,,,
JNE3727,1,0.00,430,0.37,695.83,555.33,302.72,159,,,,,
JNE3728,1,0.21,"4,320",0.05,323.33,328.33,138.43,216,,,,,
JNE3729,1,0.24,"1,791",0.11,270.50,285.60,126.96,197,,,,,
JNE3732,1,0.01,96,1.79,645.53,517.00,222.47,172,,,,,
JNE3735,1,0.08,"1,194",0.16,488.92,413.00,212.20,191,,,,,
JNE3738,1,0.06,366,0.50,570.84,456.00,240.23,183,,,,,
JNE3739,1,0.20,"4,080",0.00,414.16,452.36,247.68,204,,,,,
JNE3740,1,0.08,80,2.56,368.27,299.00,146.63,204,,,,,
JNE3741,1,0.00,"1,500",0.13,447.48,365.47,164.36,195,,,,,
JNE3742,1,0.14,"1,820",0.10,398.26,430.00,207.83,182,,,,,
JNE3743,1,0.24,"1,219",0.16,274.17,337.00,160.29,195,,,,,
JNE3744,1,0.28,"1,373",0.11,629.12,748.75,296.72,151,,,,,
JNE3745,1,0.15,538,0.42,379.18,336.75,165.28,226,,,,,
JNE3748,1,0.06,"5,467",0.03,630.65,517.00,239.18,164,,,,,
JNE3749,1,0.01,635,0.26,631.44,481.00,200.47,165,,,,,
JNE3751,1,0.05,"1,129",0.14,381.55,326.25,157.44,158,,,,,
JNE3752,1,0.08,795,0.20,399.90,361.00,160.37,159,,,,,
JNE3753,1,0.14,265,0.55,472.74,499.00,201.30,146,,,,,
JNE3756,1,0.20,325,0.57,449.64,482.50,187.49,185,,,,,
JNE3757,1,0.02,184,0.79,568.67,482.80,253.47,145,,,,,
JNE3758,1,0.23,"10,650",0.02,294.81,354.18,139.01,213,,,,,
JNE3759,1,0.02,"8,000",0.02,551.23,499.00,232.70,160,,,,,
JNE3760,1,0.18,"2,433",0.06,446.12,432.00,218.63,146,,,,,
JNE3761,1,0.08,"1,450",0.12,407.63,338.88,159.93,174,,,,,
JNE3762,1,0.18,"1,047",0.19,377.54,329.00,126.14,199,,,,,
JNE3763,1,0.09,167,0.86,537.41,429.00,200.02,144,,,,,
JNE3764,1,0.22,"3,520",0.05,411.69,414.00,204.56,176,,,,,
JNE3765,1,0.13,"17,200",0.01,519.84,499.00,220.72,172,,,,,
JNE3766,1,0.01,788,0.25,640.05,508.00,258.66,197,,,,,
JNE3767,1,0.05,"4,540",0.05,605.45,481.00,258.35,227,,,,,
JNE3768,1,0.07,867,0.21,325.48,320.67,169.34,182,,,,,
JNE3769,1,0.26,686,0.21,426.92,483.40,255.35,144,,,,,
JNE3771,1,0.06,"2,257",0.07,539.43,427.00,223.82,158,,,,,
JNE3773,1,0.16,"1,890",0.10,275.57,277.00,145.81,189,,,,,
JNE3774,1,0.19,938,0.16,479.98,474.00,209.06,150,,,,,
JNE3775,1,0.10,"1,900",0.08,350.72,310.33,161.09,152,,,,,
JNE3776,1,0.17,"1,440",0.10,256.94,277.75,136.44,144,,,,,
JNE3778,1,0.27,511,0.36,390.30,454.33,180.62,184,,,,,
JNE3779,1,0.08,"1,136",0.14,460.26,428.67,201.23,159,,,,,
JNE3781,1,0.01,"1,321",0.14,417.15,397.82,173.66,185,,,,,
JNE3782,1,0.08,"19,500",0.01,472.57,485.29,252.69,195,,,,,
JNE3783,1,0.08,128,1.19,548.32,444.42,229.90,152,,,,,
JNE3784,1,0.09,62,2.36,471.42,452.21,245.58,146,,,,,
JNE3785,1,0.06,111,1.68,415.66,359.11,187.20,187,,,,,
JNE3786,1,0.15,"1,844",0.09,363.93,370.83,186.40,166,,,,,
JNE3787,1,0.14,"16,100",0.01,574.69,484.50,251.90,161,,,,,
JNE3789,1,0.23,800,0.22,335.42,381.86,204.26,176,,,,,
JNE3790,1,0.29,"1,000",0.16,269.32,316.00,167.32,160,,,,,
JNE3791,1,0.10,"2,371",0.07,608.74,499.00,235.36,166,,,,,
JNE3792,1,0.28,"1,636",0.14,413.41,427.00,219.87,229,,,,,
JNE3793,1,0.26,"3,183",0.06,303.67,368.00,179.61,191,,,,,
JNE3794,1,0.21,"2,388",0.08,519.79,494.37,229.59,191,,,,,
JNE3795,1,0.01,"8,850",0.02,602.31,502.65,217.46,177,,,,,
JNE3796,1,0.17,"3,320",0.00,353.46,349.33,189.80,166,,,,,
JNE3797,1,0.23,894,0.18,611.76,724.43,299.99,161,,,,,
JNE3798,1,0.11,"1,382",0.11,709.72,739.60,327.83,152,,,,,
JNE3799,1,0.10,"6,467",0.03,769.43,655.22,351.26,194,,,,,
JNE3800,1,0.15,"1,467",0.12,779.90,749.76,301.02,176,,,,,
JNE3801,1,0.00,"18,400",0.01,867.25,720.97,283.67,184,,,,,
JNE3802,1,0.14,"2,157",0.07,457.60,407.63,219.97,151,,,,,
JNE3803,1,0.08,"6,100",0.03,489.47,403.69,203.03,183,,,,,
JNE3804,1,0.06,"1,591",0.11,470.79,453.00,187.06,175,,,,,
JNE3805,1,0.25,294,0.54,429.30,453.00,191.53,159,,,,,
JNE3806,1,0.13,"1,609",0.11,516.49,540.98,280.57,177,,,,,
JNE3807,1,0.06,"1,836",0.11,807.81,654.52,336.69,202,,,,,
JNE3810,1,0.21,"20,700",0.01,703.76,696.00,338.97,207,,,,,
JNE3813,1,0.06,"4,175",0.04,818.08,628.45,293.88,167,,,,,
JNE3816,1,0.03,"2,222",0.09,602.66,578.42,257.34,200,,,,,
JNE3817,1,0.27,"22,700",0.01,403.71,516.86,251.86,227,,,,,
JNE3818,1,0.12,"2,771",0.07,554.99,549.00,258.78,194,,,,,
JNE3820,1,0.00,"1,163",0.19,607.71,532.33,225.14,221,,,,,
JNE3821,1,0.20,"1,912",0.08,492.76,542.00,294.72,153,,,,,
JNE3822,1,0.16,"1,664",0.11,556.61,484.67,245.77,183,,,,,
JNE3823,1,0.07,"17,700",0.01,566.52,535.60,229.63,177,,,,,
JNE3825,1,0.29,"2,557",0.07,405.73,499.00,198.51,179,,,,,
JNE3833,1,0.04,"2,000",0.08,681.68,539.67,249.87,160,,,,,
JNE3834,1,0.01,186,0.90,638.78,534.40,245.58,167,,,,,
JNE3835,1,0.25,"2,783",0.06,536.34,541.00,287.69,167,,,,,
JNE3836,1,0.15,"3,875",0.04,574.35,629.81,298.49,155,,,,,
JNE3837,1,0.02,796,0.26,751.41,628.14,288.60,207,,,,,
JNE3838,1,0.12,356,0.43,446.97,478.38,243.39,153,,,,,
JNE3856,1,0.09,"4,220",0.00,532.70,546.11,275.36,211,,,,,
JNE3860,1,0.15,109,1.72,844.89,727.00,353.22,187,,,,,
JNE3861,1,0.14,"3,129",0.07,801.87,848.62,463.84,219,,,,,
JNE3863,1,0.25,"1,956",0.09,607.78,655.45,324.61,176,,,,,
JNE3864,1,0.01,"4,040",0.05,707.98,599.00,307.92,202,,,,,
JNE3865,1,0.16,"1,933",0.09,706.11,717.50,354.68,174,,,,,
JNE3866,1,0.00,"1,746",0.13,"1,197.05",877.00,464.49,227,,,,,
JNE3869,1,0.25,436,0.39,700.09,882.58,351.81,170,,,,,
JNE3870,1,0.27,92,2.18,831.21,887.95,398.77,200,,,,,
JNE3878,1,0.09,"2,190",0.10,609.08,482.50,209.67,219,,,,,
JNE3879,1,0.15,"1,770",0.10,"1,000.90",945.00,392.97,177,,,,,
JNE3880,1,0.23,"2,110",0.10,732.07,690.00,321.03,211,,,,,
JNE3881,1,0.11,"1,064",0.14,784.39,825.00,441.56,149,,,,,
JNE3885,1,0.17,"3,700",0.04,582.98,587.00,269.25,148,,,,,
JNE3887,1,0.05,819,0.26,633.06,584.00,262.94,213,,,,,
JNE3895,1,0.26,"2,112",0.08,"1,003.97","1,039.00",439.78,169,,,,,
MEN5001,1,0.22,"5,275",0.04,552.33,508.18,242.21,211,,,,,
MEN5002,1,0.04,"1,477",0.13,559.84,511.65,270.31,192,,,,,
MEN5003,1,0.30,"1,700",0.10,452.10,504.99,253.38,170,,,,,
MEN5004,1,0.17,"3,440",0.05,438.52,472.01,230.47,172,,,,,
MEN5005,1,0.03,"17,800",0.01,540.09,446.20,196.41,178,,,,,
MEN5006,1,0.04,771,0.21,567.39,487.50,220.82,162,,,,,
MEN5007,1,0.17,"2,110",0.10,558.34,483.89,236.85,211,,,,,
MEN5008,1,0.12,726,0.23,550.74,495.53,189.44,167,,,,,
MEN5009,1,0.29,"2,250",0.08,411.24,494.07,220.86,180,,,,,
MEN5010,1,0.19,"6,400",0.03,407.87,462.00,235.47,192,,,,,
MEN5011,1,0.00,"1,200",0.13,506.68,459.39,244.72,156,,,,,
MEN5012,1,0.11,"6,767",0.03,508.71,506.33,265.33,203,,,,,
MEN5013,1,0.11,"2,286",0.07,498.80,492.55,250.31,160,,,,,
MEN5014,1,0.01,"2,012",0.08,656.95,492.38,257.36,161,,,,,
MEN5015,1,0.05,85,2.09,515.68,435.50,225.71,177,,,,,
MEN5016,1,0.06,"16,300",0.01,573.80,495.00,248.26,163,,,,,
MEN5017,1,0.06,861,0.18,577.35,563.40,293.26,155,,,,,
MEN5018,1,0.10,876,0.25,527.92,434.17,172.60,219,,,,,
MEN5019,1,0.18,"1,720",0.10,505.62,473.23,253.82,172,,,,,
MEN5020,1,0.18,"1,862",0.08,395.60,449.33,207.07,149,,,,,
MEN5021,1,0.04,"2,717",0.06,614.64,493.36,236.93,163,,,,,
MEN5022,1,0.30,779,0.19,441.85,508.94,194.92,148,,,,,
MEN5023,1,0.02,"16,100",0.01,576.57,545.46,289.61,161,,,,,
MEN5024,1,0.20,"10,650",0.02,427.52,441.50,212.96,213,,,,,
MEN5025,1,0.05,"1,300",0.13,625.27,539.65,207.87,169,,,,,
MEN5026,1,0.15,"2,750",0.06,414.82,440.44,177.44,165,,,,,
MEN5027,1,0.20,"2,662",0.08,537.05,486.11,199.84,213,,,,,
MEN5028,1,0.15,"4,260",0.05,525.46,458.77,232.21,213,,,,,
MEN5029,1,0.17,"2,586",0.07,312.29,293.00,152.64,181,,,,,
MEN5030,1,0.20,"22,100",0.01,435.86,449.60,196.17,221,,,,,
MEN5031,1,0.22,"16,900",0.01,438.01,470.27,184.35,169,,,,,
MEN5032,1,0.19,"1,167",0.18,577.76,558.19,254.17,210,,,,,
NW001,1,0.27,"1,818",0.11,566.00,624.82,282.93,200,,,,,
NW002,1,0.02,"1,862",0.08,519.93,495.00,248.69,149,,,,,
NW003,1,0.05,826,0.19,594.46,509.00,213.37,157,,,,,
NW004,1,0.14,"1,700",0.13,570.86,498.25,258.19,221,,,,,
NW005,1,0.06,"3,233",0.06,681.72,599.00,296.49,194,,,,,
NW007,1,0.20,"2,200",0.08,623.82,730.00,348.70,176,,,,,
NW008,1,0.26,"2,571",0.07,657.03,670.00,310.68,180,,,,,
NW009,1,0.25,"2,214",0.07,492.45,586.00,298.15,155,,,,,
NW012,1,0.27,735,0.23,310.83,373.33,198.05,169,,,,,
NW013,1,0.27,590,0.30,400.27,495.03,220.88,177,,,,,
NW014,1,0.16,214,0.79,572.06,584.29,292.69,169,,,,,
NW015,1,0.02,159,1.04,818.24,635.00,286.51,165,,,,,
NW016,1,0.27,648,0.29,335.70,373.33,195.54,188,,,,,
NW020,1,0.01,"1,623",0.13,733.66,660.67,309.33,211,,,,,
NW022,1,0.02,"1,135",0.17,861.57,647.75,297.62,193,,,,,
NW023,1,0.29,"7,750",0.02,673.89,699.00,378.29,155,,,,,
NW024,1,0.04,"2,786",0.07,762.10,586.00,288.77,195,,,,,
NW027,1,0.13,566,0.41,604.55,613.00,323.14,232,,,,,
NW028,1,0.17,581,0.31,564.46,563.00,303.58,180,,,,,
NW029,1,0.24,"1,708",0.13,515.20,486.04,185.52,222,,,,,
NW030,1,0.22,"1,189",0.18,689.94,670.00,331.78,214,,,,,
NW031,1,0.08,783,0.23,648.86,665.67,274.47,180,,,,,
NW032,1,0.18,"2,433",0.09,454.81,517.00,261.97,219,,,,,
NW033,1,0.22,"1,940",0.10,550.37,582.00,252.67,194,,,,,
NW034,1,0.24,"1,573",0.11,733.10,705.00,296.64,173,,,,,
NW035,1,0.18,"4,875",0.04,709.91,699.00,313.67,195,,,,,
NW037,1,0.14,"1,880",0.10,516.56,490.64,230.52,188,,,,,
NW039,1,0.12,"5,625",0.04,476.86,498.56,239.30,225,,,,,
PJ0096,1,0.06,"2,329",0.07,829.64,689.60,338.38,163,,,,,
PJNE1906,1,0.28,"11,600",0.02,435.35,452.00,177.17,232,,,,,
PJNE2014,1,0.26,"3,200",0.07,413.25,472.00,192.95,224,,,,,
PJNE2100,1,0.27,53,3.38,436.92,452.92,174.80,179,,,,,
